Fox_education_Virginia,Fox_education_Lilly,Fox_education_Kris,Fox_education_Gayla,Fox_education_Andre,Fox_education_Willis,Fox_education_Charles,Fox_education_Leota,Fox_education_Theodore,Fox_education_Dewayne,Fox_education_Jacqueline,Fox_education_Yolande,Fox_education_Lesley,Fox_education_Maris,Fox_education_John,Fox_education_Marcelina,Fox_education_Sterling,Fox_education_Elvira,Fox_education_Ollie,Fox_education_Elois,Fox_education_Melinda,Fox_education_Geoffrey,Fox_education_Vernon,Fox_education_Tamika,Fox_education_Janina,Fox_education_Burton,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Ashli,Fox_education_Miguelina,Fox_education_Long,Fox_education_Louie,Fox_education_Shaun,Fox_education_Kim,Fox_education_Otilia,Fox_education_Tonya,Fox_education_Elizabeth,Fox_education_Eddy,Fox_education_Melvin,Fox_education_Eldon,Fox_education_Suzan,Fox_education_Shirley,Fox_education_Claude,Fox_education_Maureen,Fox_education_Dominique,Fox_education_Stacia,Fox_education_Ray,Fox_education_Marlana,Fox_education_Rudolph,Fox_education_Leona,Fox_public_Bart,Fox_public_Denny,Fox_public_Lauren,Fox_public_Martin,Fox_public_Belle,Fox_public_Rhonda,Rat_public_Emilee,Rat_public_Nell,Rat_public_Frederick,Rat_public_Leta,Rat_public_Kelly,Rat_public_Sean,Rat_public_Kathleen,Rat_public_Becky,Rat_public_Toya,Rat_public_Loretta,Rat_public_Sharron,Rat_public_Kelle,Rat_public_Johnna,Rat_public_Bronwyn,Rat_public_Alanna,Rat_public_Lynda,Rat_public_Yetta,Rat_public_Laurie,Rat_public_Sade,Rat_public_Damon,Rat_public_Vickie,Rat_public_Chrissy,Rat_public_Allyson,Rat_public_Johnny,Rat_public_Isabel,Rat_public_Yessenia,Rat_public_Joann,Rat_public_Stella,Rat_public_Hortencia,Rat_public_Roma,Rat_public_Fredrick,Rat_public_Helena,Rat_public_Sharonda,Rat_public_Elmira,Rat_public_Clyde,Rat_public_Allie,Rat_public_Leo,Rat_public_Ramona,Rat_public_Julieann,Rat_public_Laura,Rat_public_Kermit,Rat_public_Courtney,Rat_public_Ulysses,Rat_public_Kimber,Fox_office_Israel,Fox_office_Gaylord,Fox_office_Margarita,Fox_office_Clayton,Fox_office_Demetrius,Fox_office_Berniece,Fox_office_Susanne,Fox_office_Alice,Fox_office_Molly,Fox_office_Brandy,Fox_office_Vicki,Fox_office_Karima,Fox_office_Zachary,Fox_office_Joy,Fox_office_Easter,Fox_office_Juana,Fox_office_Carson,Fox_office_Sheila,Fox_office_Thelma,Fox_office_Essie,Fox_office_Rowena,Fox_office_Bernard,Fox_office_Edythe,Fox_office_Yong,Rat_office_Annis,Rat_office_Jessica,Rat_office_Colby,Rat_office_Adele,Rat_office_Chris,Rat_office_Jacinta,Rat_office_Olivia,Rat_office_Ronald,Rat_office_Jamal,Rat_office_Ashlee,Rat_office_Sammy,Rat_office_Arron,Rat_office_Tracy,Rat_office_Randy,Rat_office_Craig,Rat_office_Mei,Rat_office_Jeannie,Rat_office_Kasey,Rat_office_Lora,Rat_office_Ramiro,Rat_office_Jill,Rat_office_Avis,Rat_office_Rosemary,Rat_office_Loyd,Bull_office_Anne,Bull_office_Myron
4.12,160.94,37.61,51.14,418.40,2252.84,9.11,173.87,269.10,55.64,108.61,492.60,10.82,13.35,30.81,1.44,6.98,166.45,102.20,13.00,382.66,111.91,42.86,120.47,125.54,50.87,657.52,118.40,29.91,52.31,87.48,71.33,63.69,47.72,886.60,178.21,380.22,175.84,44.30,188.63,42.19,79.12,953.29,256.14,157.82,74.78,58.46,171.41,19.48,224.30,107.60,111.78,132.05,190.15,99.26,122.00,14.20,37.40,15.72,12.93,18.68,31.56,17.68,17.70,17.77,198.72,48.74,20.45,48.02,393.36,846.36,7.77,12.40,119.78,22.60,14.24,44.13,36.02,37.48,27.41,37.50,57.63,13.03,92.03,34.52,27.55,17.20,16.82,38.17,22.77,30.86,4.55,15.59,21.30,1.13,12.59,14.00,16.07,,125.19,108.69,100.98,14.43,44.66,135.12,37.13,14.22,324.54,4.86,14.06,115.01,26.07,183.76,130.10,14.77,12.84,21.75,4.96,94.80,28.45,24.70,115.78,115.91,149.41,18.85,604.43,1873.40,613.91,644.34,175.68,24.12,41.64,688.19,28.98,23.61,39.44,20.61,60.84,188.05,15.92,40.43,48.66,204.25,23.79,362.15,1000.60,10.73,46.97,19.50,45.00
5.00,161.81,39.09,51.11,407.88,2230.67,9.11,171.27,268.61,54.05,107.17,483.98,14.13,13.39,29.11,1.43,7.00,157.99,93.62,13.60,381.65,110.96,43.23,109.77,122.01,50.92,657.52,118.06,29.56,56.73,86.81,71.00,61.97,45.77,881.79,176.81,353.89,179.31,44.27,189.57,34.32,76.50,962.55,253.05,156.24,74.40,60.07,170.60,19.34,214.75,122.41,108.91,128.22,188.22,97.28,144.05,15.07,38.00,15.11,13.41,17.67,33.70,17.69,16.98,18.41,198.13,49.22,20.46,44.11,390.96,818.94,9.03,12.46,118.86,22.81,14.06,45.46,36.81,39.36,27.30,37.05,51.20,13.04,92.09,33.64,25.45,16.43,16.52,36.11,23.34,28.53,4.71,14.38,21.00,1.15,12.84,13.95,16.08,,125.40,109.12,97.25,13.63,41.39,145.04,37.73,14.07,323.99,5.40,14.72,111.85,25.57,185.95,126.94,15.46,13.77,23.14,5.01,95.10,25.52,25.94,112.06,111.40,140.27,19.34,587.79,1857.37,641.77,644.19,171.16,23.07,41.07,706.39,29.14,24.47,39.63,20.08,62.73,189.55,16.66,41.01,50.61,206.02,30.02,362.09,1020.51,10.75,43.75,19.00,43.50
3.75,158.66,43.54,49.26,421.32,2243.82,9.06,164.62,269.54,52.77,106.62,488.21,13.64,13.41,28.95,1.56,5.92,148.15,90.52,13.55,383.64,110.99,44.14,109.37,124.66,48.73,652.83,115.37,29.29,55.78,88.63,66.66,59.99,44.13,872.47,179.11,350.69,387.28,44.41,187.81,39.83,75.40,963.31,253.11,158.08,74.30,63.27,168.60,19.39,213.06,130.04,116.84,126.27,184.42,100.78,129.16,15.19,37.35,14.95,12.84,17.03,33.13,18.09,16.90,18.36,197.84,49.16,20.46,43.52,388.44,821.34,8.32,12.49,120.83,21.88,13.97,46.02,35.70,42.14,27.30,36.54,46.77,13.03,91.00,33.16,21.75,15.95,15.30,34.84,24.12,26.04,4.61,15.11,19.98,1.15,12.57,14.00,16.14,,128.09,108.69,96.39,13.58,35.89,149.59,46.63,13.86,323.20,5.03,13.54,103.07,26.52,189.26,142.44,14.20,13.12,20.57,5.29,95.54,24.98,26.70,112.86,99.78,135.49,18.79,581.13,1864.08,629.13,644.67,184.50,23.66,40.51,696.81,29.64,24.63,39.28,20.03,61.73,190.44,16.62,41.17,53.33,207.90,30.13,363.26,1009.11,10.88,38.30,19.00,43.50
3.54,167.62,36.30,50.00,415.91,2229.51,9.30,166.67,267.70,52.84,106.05,483.61,8.47,13.45,28.16,1.34,6.48,155.71,84.62,10.91,376.34,109.77,42.16,103.33,130.43,47.80,654.05,112.76,29.35,53.22,93.92,66.75,59.84,43.21,868.44,177.86,359.17,445.51,43.64,190.36,40.90,72.49,939.56,251.76,159.66,75.03,63.91,149.34,20.23,215.91,127.30,113.61,125.38,183.87,97.78,159.80,14.16,37.27,14.54,12.25,15.32,33.21,18.32,15.89,18.12,196.46,48.17,20.43,42.22,389.16,824.76,8.20,12.71,118.47,22.72,13.78,43.61,34.45,42.74,27.36,36.70,45.36,13.02,90.33,33.06,21.71,15.89,17.35,34.63,24.02,27.17,4.59,14.73,20.12,1.14,12.98,14.00,16.06,,136.81,110.59,97.31,12.82,30.43,139.37,50.71,13.12,323.10,5.54,13.86,104.10,31.83,194.55,145.13,14.02,12.75,18.87,5.97,106.87,24.80,26.62,127.96,96.53,137.13,18.21,577.41,1893.93,653.31,639.42,186.94,23.50,44.27,701.09,29.08,24.73,39.41,19.84,60.89,188.62,16.70,40.65,56.95,209.82,30.20,362.30,1016.93,11.30,38.00,19.00,44.50
22.34,161.50,34.34,52.22,406.88,2209.59,9.44,209.32,265.78,54.81,105.98,484.58,8.07,13.23,28.42,8.19,9.54,160.28,82.97,9.46,375.04,108.03,38.93,97.11,144.26,46.16,650.39,112.03,30.55,51.07,118.34,64.66,60.55,61.68,871.25,177.46,378.00,442.14,53.48,190.19,41.91,90.49,949.54,249.30,166.88,74.62,64.95,124.82,21.84,219.35,82.02,116.52,122.77,181.68,95.61,131.76,15.09,37.77,14.65,11.92,15.19,33.06,18.14,17.21,18.05,195.03,48.24,20.44,37.31,391.62,842.58,7.35,12.54,119.16,21.72,13.37,40.40,34.97,44.13,28.00,36.84,46.05,13.09,90.03,32.97,22.06,16.07,15.44,34.53,24.74,29.33,4.58,14.55,19.83,1.14,12.87,13.95,16.03,,135.84,115.07,99.52,12.58,27.72,154.79,50.38,13.28,337.21,10.00,13.94,100.16,35.86,222.65,142.50,13.93,12.96,19.51,5.07,120.51,29.80,25.24,127.88,96.39,139.69,17.78,574.81,2004.03,615.00,636.54,189.78,23.23,43.05,707.82,28.95,24.19,39.09,20.05,60.03,190.25,16.56,40.85,61.23,219.00,30.35,359.60,1007.35,10.80,39.80,19.50,43.00
34.73,164.67,35.33,57.02,427.43,2223.39,9.69,234.96,263.69,53.82,107.01,488.58,7.98,13.37,30.64,10.96,10.64,221.80,92.70,8.86,372.41,111.59,43.16,118.13,168.91,61.28,651.86,111.50,31.04,92.30,125.90,68.01,89.09,69.74,867.44,177.75,423.59,441.30,60.14,190.91,45.31,98.95,956.73,251.81,169.81,75.28,65.58,167.91,26.52,236.43,72.30,118.64,121.97,181.81,98.42,128.89,15.21,37.06,14.99,11.84,15.33,33.60,18.07,16.36,18.12,193.16,47.92,20.38,37.24,395.34,832.50,7.45,12.53,120.18,21.68,13.33,39.42,35.05,46.45,26.70,37.04,46.76,12.96,90.23,39.39,21.81,15.58,17.94,34.78,25.30,29.27,4.54,14.72,19.67,1.12,12.82,13.81,15.94,,138.44,121.58,112.50,12.61,45.53,183.35,55.31,15.36,346.16,6.51,13.09,101.37,24.92,232.75,140.17,27.24,12.89,21.02,5.05,123.06,41.55,26.09,137.46,101.03,146.59,17.68,669.93,1992.84,735.93,625.89,197.11,23.04,46.82,702.86,29.07,24.80,39.33,19.99,83.40,188.33,16.63,41.62,68.32,270.80,29.82,367.78,998.56,10.84,41.45,19.50,44.00
25.38,175.96,71.62,65.64,420.89,2234.22,11.79,244.11,265.98,72.56,107.42,494.00,10.99,14.49,47.84,20.11,17.52,259.64,97.16,10.07,376.91,115.23,57.01,124.34,171.85,55.55,654.79,128.12,30.57,134.12,162.39,67.16,206.69,66.45,880.02,180.87,489.56,446.55,89.03,189.45,57.35,209.36,956.87,257.57,186.61,80.06,68.15,169.56,30.59,280.03,146.33,118.49,122.61,180.36,96.66,124.05,15.11,36.85,17.00,13.88,18.42,32.94,19.94,16.19,19.05,195.96,47.41,20.36,38.20,394.26,837.60,7.90,12.84,119.45,22.97,15.18,39.58,36.86,47.19,25.96,37.64,49.21,12.82,91.85,70.12,22.21,16.03,20.77,35.84,24.93,32.81,4.52,15.32,20.15,1.12,12.57,13.77,16.00,,150.52,133.72,148.59,13.51,58.91,191.03,60.44,16.71,349.29,6.18,25.47,109.94,54.99,239.07,143.33,41.71,28.52,25.51,5.02,131.87,39.63,28.34,146.80,108.88,154.20,17.69,796.26,2023.79,859.96,646.50,195.83,22.66,45.98,943.57,29.27,25.96,39.53,21.71,83.64,192.83,16.95,40.29,82.46,316.49,29.60,571.37,998.05,11.05,40.21,21.00,46.00
24.36,174.20,86.47,68.11,411.73,2248.03,11.47,259.65,271.33,79.11,113.39,523.31,15.04,15.35,53.60,16.75,21.73,285.11,98.81,11.42,371.34,116.41,59.75,122.54,168.76,43.73,658.99,142.09,32.57,141.81,183.56,72.36,242.87,68.33,883.31,169.48,556.49,445.22,87.87,189.50,56.45,200.59,965.85,265.75,191.78,80.69,77.67,175.18,33.52,290.67,154.00,124.56,124.86,180.62,95.28,152.27,15.34,37.08,16.73,14.58,18.23,35.62,24.45,19.40,19.23,197.88,46.65,20.32,55.56,416.04,833.88,9.50,12.53,121.24,23.20,17.66,39.36,38.98,45.06,27.29,38.05,76.65,12.34,94.04,78.77,31.16,19.52,31.99,42.89,25.59,42.83,4.50,16.13,19.89,1.12,12.71,13.77,16.09,,188.49,138.74,156.29,15.31,58.77,173.35,62.11,14.90,358.41,6.30,31.78,120.65,65.11,239.47,148.50,51.96,45.46,40.68,6.54,133.68,45.48,31.40,155.28,114.62,167.72,19.12,816.08,2071.94,882.23,665.46,197.19,22.93,50.42,1764.38,29.50,25.98,42.21,21.65,89.19,182.62,16.85,41.20,86.75,378.75,28.56,1145.62,1027.16,17.86,40.58,23.50,64.50
28.11,219.02,117.50,84.47,451.06,2252.61,10.72,273.19,279.09,95.80,126.47,559.01,21.12,15.18,60.80,13.48,30.84,295.06,108.12,13.87,392.14,122.06,58.22,140.54,180.05,40.24,668.38,166.42,32.45,131.67,200.83,80.97,231.40,74.90,903.92,170.79,615.41,438.03,92.15,194.62,44.11,192.64,973.06,273.01,194.14,81.59,78.06,179.75,35.31,320.41,163.93,126.32,131.78,185.42,95.11,180.64,28.77,37.03,15.70,14.40,19.20,33.76,29.48,15.21,20.52,197.95,40.34,23.18,58.80,454.38,852.00,9.53,14.05,126.60,22.32,15.16,40.79,38.45,46.75,27.91,38.64,125.95,11.30,104.02,75.42,50.55,19.45,28.21,37.69,26.41,38.43,3.89,15.57,22.42,0.80,11.92,13.16,15.15,,242.63,161.50,188.91,19.00,67.99,166.62,64.38,14.27,374.27,9.57,33.46,136.56,75.60,239.36,173.82,45.57,45.25,54.28,7.12,175.75,56.70,48.03,156.76,127.81,197.22,23.00,826.73,2117.43,900.46,704.97,194.90,45.30,54.60,1887.57,34.64,30.23,47.53,22.30,100.09,171.86,18.51,61.17,96.75,502.41,30.77,1339.91,1070.82,18.98,48.08,22.00,73.00
24.60,252.65,133.44,104.59,479.31,2263.15,10.43,307.87,285.09,111.32,153.10,604.12,20.95,15.55,77.12,10.05,42.03,248.83,120.81,14.98,425.15,129.43,59.12,167.88,182.50,51.12,677.63,172.73,33.02,113.73,224.98,90.47,173.10,81.66,950.04,180.12,668.97,413.91,95.34,196.15,25.44,162.91,984.97,283.93,197.60,85.53,74.84,191.69,36.73,348.74,168.62,132.53,133.02,196.50,83.62,168.66,29.45,37.33,14.97,18.47,20.52,30.31,34.89,14.90,22.89,195.25,40.11,31.66,53.70,481.08,839.58,8.90,16.73,127.11,23.49,14.95,46.62,37.19,41.41,26.84,50.12,127.75,11.27,104.58,73.13,66.47,19.45,16.80,38.01,26.37,41.87,3.64,15.08,21.84,0.48,11.73,14.35,15.73,,257.86,175.58,217.94,23.35,78.18,167.88,52.38,13.65,394.72,7.05,34.68,150.54,85.56,233.72,198.91,38.10,43.47,61.54,8.03,187.65,66.99,47.61,152.70,141.08,198.46,25.74,858.86,2187.48,916.06,761.34,216.64,60.33,58.92,1816.27,37.26,43.99,50.40,22.18,105.95,184.42,20.26,63.42,103.47,556.59,35.70,1350.92,1125.82,21.88,62.22,24.00,72.00
